id,date,store_nbr,item_nbr,perishable,unit_sales,,
206810,1,1,103665,0,1,,
206811,1,1,105574,0,6,,
206812,1,1,105575,0,17,,
206813,1,1,105577,0,2,,
206814,1,1,105693,0,1,,
206815,1,1,105737,0,1,,
206816,1,1,105857,0,2,,
206817,1,1,106716,0,3,,
206818,1,1,108696,1,2,,
206819,1,1,108698,1,1,,
206820,1,1,108701,1,4,,
207765,1,2,103520,0,8,,
207766,1,2,103665,0,4,,
207767,1,2,105574,0,7,,
207768,1,2,105575,0,8,,
207769,1,2,105577,0,1,,
207770,1,2,105737,0,3,,
207771,1,2,105857,0,3,,
207772,1,2,106716,0,5,,
207773,1,2,108696,1,4,,
207774,1,2,108698,1,8,,
207775,1,2,108701,1,1,,
208792,1,3,103520,0,12,,
208793,1,3,103665,0,15,,
208794,1,3,105574,0,33,,
208795,1,3,105575,0,13,,
208796,1,3,105577,0,4,,
208797,1,3,105737,0,4,,
208798,1,3,105857,0,26,,
208799,1,3,108079,0,2,,
208800,1,3,108696,1,3,,
208801,1,3,108698,1,11,,
209968,1,4,103520,0,3,,
209969,1,4,105574,0,11,,
209970,1,4,105575,0,22,,
209971,1,4,105577,0,8,,
209972,1,4,105693,0,2,,
209973,1,4,105737,0,1,,
209974,1,4,105857,0,1,,
209975,1,4,106716,0,4,,
209976,1,4,108696,1,1,,
209977,1,4,108698,1,8,,
210952,1,5,103665,0,1,,
210953,1,5,105574,0,12,,
210954,1,5,105575,0,9,,
210955,1,5,105577,0,5,,
210956,1,5,105693,0,5,,
210957,1,5,105857,0,5,,
210958,1,5,106716,0,2,,
210959,1,5,108696,1,4,,
210960,1,5,108698,1,1,,
210961,1,5,108701,1,1,,
211921,1,6,103520,0,5,,
211922,1,6,105574,0,4,,
211923,1,6,105575,0,5,,
211924,1,6,105693,0,1,,
211925,1,6,105737,0,4,,
211926,1,6,105857,0,3,,
211927,1,6,106716,0,4,,
211928,1,6,108079,0,3,,
211929,1,6,108698,1,1,,
212974,1,7,103520,0,1,,
212975,1,7,103665,0,6,,
212976,1,7,105574,0,13,,
212977,1,7,105575,0,14,,
212978,1,7,105693,0,2,,
212979,1,7,105737,0,1,,
212980,1,7,105857,0,8,,
212981,1,7,106716,0,3,,
212982,1,7,108079,0,1,,
212983,1,7,108696,1,1,,
212984,1,7,108698,1,3,,
213995,1,8,103520,0,13,,
213996,1,8,103665,0,2,,
213997,1,8,105574,0,11,,
213998,1,8,105575,0,8,,
213999,1,8,105577,0,6,,
214000,1,8,105693,0,1,,
214001,1,8,105737,0,6,,
214002,1,8,105857,0,15,,
214003,1,8,106716,0,3,,
214004,1,8,108079,0,1,,
214005,1,8,108696,1,1,,
214006,1,8,108698,1,8,,
215119,1,9,103501,0,8,,
215120,1,9,103520,0,1,,
215121,1,9,103665,0,7,,
215122,1,9,105576,0,7,,
215123,1,9,105857,0,4,,
215124,1,9,106716,0,20,,
215125,1,9,108079,0,1,,
215126,1,9,108696,1,24,,
215127,1,9,108698,1,6,,
215128,1,9,108701,1,5,,
216042,1,10,103501,0,7,,
216043,1,10,105576,0,8,,
216044,1,10,106716,0,11,,
216045,1,10,108696,1,10,,
216046,1,10,108701,1,5,,
216665,1,11,103501,0,5,,
216666,1,11,103520,0,2,,
216667,1,11,105576,0,10,,
216668,1,11,106716,0,23,,
216669,1,11,108696,1,5,,
216670,1,11,108698,1,5,,
216671,1,11,108701,1,9,,
217508,1,11,1083518,0,5,,
217540,1,12,103501,0,3,,
217541,1,12,103520,0,1,,
217542,1,12,105576,0,17,,
217543,1,12,105857,0,1,,
217544,1,12,106716,0,10,,
217545,1,12,108696,1,10,,
217546,1,12,108701,1,2,,
218211,1,13,103501,0,4,,
218212,1,13,105576,0,5,,
218213,1,13,106716,0,5,,
218214,1,13,108079,0,1,,
218215,1,13,108696,1,5,,
218216,1,13,108701,1,2,,
218816,1,13,1083518,0,1,,
218835,1,14,103501,0,1,,
218836,1,14,103520,0,1,,
218837,1,14,105576,0,10,,
218838,1,14,105857,0,2,,
218839,1,14,106716,0,14,,
218840,1,14,108079,0,5,,
218841,1,14,108696,1,3,,
218842,1,14,108701,1,1,,
219471,1,14,1083518,0,1,,
219497,1,15,103501,0,9,,
219498,1,15,105576,0,1,,
219499,1,15,106716,0,8,,
219500,1,15,108079,0,3,,
219501,1,15,108696,1,5,,
219502,1,15,108701,1,4,,
220192,1,16,103501,0,2,,
220193,1,16,103520,0,1,,
220194,1,16,105576,0,11,,
220195,1,16,105693,0,13,,
220196,1,16,105857,0,1,,
220197,1,16,106716,0,5,,
220198,1,16,108696,1,1,,
220199,1,16,108701,1,4,,
220837,1,16,1083518,0,4,,
220863,1,17,103501,0,3,,
220864,1,17,105576,0,23,,
220865,1,17,105857,0,5,,
220866,1,17,106716,0,6,,
220867,1,17,108079,0,1,,
220868,1,17,108696,1,2,,
220869,1,17,108701,1,3,,
221579,1,18,103501,0,3,,
221580,1,18,105576,0,7,,
221581,1,18,106716,0,3,,
221582,1,18,108696,1,4,,
221583,1,18,108698,1,8,,
221584,1,18,108701,1,2,,
222366,1,18,1083518,0,1,,
222399,1,19,103501,0,1,,
222400,1,19,103520,0,1,,
222401,1,19,105576,0,2,,
222402,1,19,105857,0,4,,
222403,1,19,106716,0,16,,
222404,1,19,108079,0,1,,
222405,1,19,108696,1,8,,
222406,1,19,108701,1,2,,
222975,1,19,1083518,0,1,,
222998,1,23,103520,0,3,,
222999,1,23,103665,0,1,,
223000,1,23,105574,0,9,,
223001,1,23,105575,0,16,,
223002,1,23,105577,0,1,,
223003,1,23,105737,0,4,,
223004,1,23,105857,0,1,,
223005,1,23,106716,0,9,,
223006,1,23,108698,1,5,,
223893,1,24,103520,0,7,,
223894,1,24,103665,0,4,,
223895,1,24,105574,0,3,,
223896,1,24,105575,0,6,,
223897,1,24,105693,0,2,,
223898,1,24,105737,0,5,,
223899,1,24,105857,0,4,,
223900,1,24,106716,0,3,,
223901,1,24,108698,1,5,,
224881,1,25,103665,0,2,,
224882,1,25,105574,0,2,,
224883,1,25,105575,0,3,,
224884,1,25,105737,0,2,,
224885,1,25,105857,0,5,,
224886,1,25,106716,0,1,,
224887,1,25,108701,1,3,,
225555,1,26,103665,0,2,,
225556,1,26,105574,0,4,,
225557,1,26,105575,0,6,,
225558,1,26,105737,0,4,,
225559,1,26,105857,0,1,,
225560,1,26,106716,0,2,,
225561,1,26,108079,0,2,,
225562,1,26,108701,1,1,,
226233,1,27,103665,0,5,,
226234,1,27,105574,0,3,,
226235,1,27,105575,0,3,,
226236,1,27,105693,0,7,,
226237,1,27,105737,0,10,,
226238,1,27,105857,0,3,,
226239,1,27,106716,0,2,,
227102,1,28,103501,0,5,,
227103,1,28,103665,0,4,,
227104,1,28,105576,0,4,,
227105,1,28,105693,0,9,,
227106,1,28,108701,1,1,,
227827,1,28,1083518,0,2,,
227856,1,30,103501,0,2,,
227857,1,30,103520,0,1,,
227858,1,30,105576,0,1,,
227859,1,30,105693,0,1,,
227860,1,30,105857,0,4,,
227861,1,30,106716,0,1,,
228425,1,31,103501,0,5,,
228426,1,31,105576,0,1,,
228427,1,31,105693,0,1,,
228428,1,31,105857,0,1,,
228429,1,31,106716,0,4,,
228430,1,31,108698,1,2,,
228431,1,31,108701,1,1,,
229193,1,32,103501,0,1,,
229194,1,32,105576,0,1,,
229195,1,32,105693,0,1,,
229196,1,32,105857,0,1,,
229197,1,32,106716,0,4,,
229707,1,33,103501,0,9,,
229708,1,33,103520,0,2,,
229709,1,33,105576,0,11,,
229710,1,33,105693,0,6,,
229711,1,33,105857,0,4,,
229712,1,33,106716,0,4,,
229713,1,33,108701,1,1,,
230386,1,34,103501,0,2,,
230387,1,34,103665,0,2,,
230388,1,34,105576,0,5,,
230389,1,34,105693,0,2,,
230390,1,34,105857,0,4,,
230391,1,34,106716,0,4,,
230392,1,34,108696,1,8,,
231206,1,35,103501,0,2,,
231207,1,35,105576,0,1,,
231208,1,35,106716,0,2,,
231209,1,35,108701,1,1,,
231718,1,37,103520,0,4,,
231719,1,37,103665,0,4,,
231720,1,37,105574,0,12,,
231721,1,37,105575,0,22,,
231722,1,37,105577,0,2,,
231723,1,37,105693,0,3,,
231724,1,37,105737,0,3,,
231725,1,37,105857,0,8,,
231726,1,37,106716,0,1,,
231727,1,37,108698,1,6,,
232706,1,38,103665,0,8,,
232707,1,38,105574,0,5,,
232708,1,38,105575,0,21,,
232709,1,38,105577,0,22,,
232710,1,38,105693,0,4,,
232711,1,38,105737,0,5,,
232712,1,38,105857,0,13,,
232713,1,38,108701,1,6,,
233645,1,39,103501,0,7,,
233646,1,39,103665,0,4,,
233647,1,39,105576,0,9,,
233648,1,39,105693,0,4,,
233649,1,39,105857,0,4,,
233650,1,39,106716,0,2,,
233651,1,39,108698,1,2,,
234509,1,40,103501,0,7,,
234510,1,40,105576,0,13,,
234511,1,40,105693,0,4,,
234512,1,40,105857,0,2,,
234513,1,40,106716,0,4,,
234514,1,40,108079,0,1,,
234515,1,40,108696,1,1,,
235151,1,41,103665,0,6,,
235152,1,41,105574,0,3,,
235153,1,41,105575,0,8,,
235154,1,41,105577,0,23,,
235155,1,41,105693,0,5,,
235156,1,41,105737,0,1,,
235157,1,41,105857,0,4,,
235158,1,41,106716,0,4,,
235937,1,43,103501,0,4,,
235938,1,43,105693,0,4,,
235939,1,43,105857,0,1,,
235940,1,43,106716,0,4,,
235941,1,43,108701,1,2,,
236518,1,43,1083518,0,1,,
236539,1,44,103520,0,14,,
236540,1,44,103665,0,9,,
236541,1,44,105574,0,28,,
236542,1,44,105575,0,22,,
236543,1,44,105577,0,5,,
236544,1,44,105693,0,6,,
236545,1,44,105737,0,15,,
236546,1,44,105857,0,26,,
236547,1,44,106716,0,8,,
236548,1,44,108079,0,1,,
236549,1,44,108696,1,16,,
236550,1,44,108698,1,12,,
237738,1,45,103520,0,3,,
237739,1,45,103665,0,6,,
237740,1,45,105574,0,29,,
237741,1,45,105575,0,35,,
237742,1,45,105577,0,5,,
237743,1,45,105693,0,3,,
237744,1,45,105737,0,5,,
237745,1,45,105857,0,17,,
237746,1,45,108079,0,2,,
237747,1,45,108696,1,17,,
237748,1,45,108698,1,7,,
237749,1,45,108701,1,5,,
238927,1,46,103520,0,1,,
238928,1,46,103665,0,10,,
238929,1,46,105574,0,17,,
238930,1,46,105575,0,33,,
238931,1,46,105577,0,10,,
238932,1,46,105693,0,2,,
238933,1,46,105737,0,6,,
238934,1,46,105857,0,12,,
238935,1,46,106716,0,23,,
238936,1,46,108079,0,3,,
238937,1,46,108696,1,17,,
238938,1,46,108698,1,9,,
238939,1,46,108701,1,9,,
240071,1,47,103520,0,7,,
240072,1,47,103665,0,8,,
240073,1,47,105574,0,18,,
240074,1,47,105575,0,42,,
240075,1,47,105577,0,9,,
240076,1,47,105693,0,1,,
240077,1,47,105737,0,10,,
240078,1,47,105857,0,20,,
240079,1,47,106716,0,19,,
240080,1,47,108079,0,1,,
241241,1,48,103520,0,7,,
241242,1,48,103665,0,6,,
241243,1,48,105574,0,20,,
241244,1,48,105575,0,38,,
241245,1,48,105577,0,17,,
241246,1,48,105693,0,3,,
241247,1,48,105737,0,7,,
241248,1,48,105857,0,21,,
241249,1,48,106716,0,12,,
241250,1,48,108079,0,2,,
241251,1,48,108696,1,3,,
241252,1,48,108698,1,1,,
241253,1,48,108701,1,29,,
242322,1,49,103520,0,3,,
242323,1,49,103665,0,3,,
242324,1,49,105574,0,32,,
242325,1,49,105575,0,20,,
242326,1,49,105737,0,11,,
242327,1,49,106716,0,3,,
242328,1,49,108696,1,8,,
242329,1,49,108698,1,4,,
242330,1,49,108701,1,5,,
243416,1,50,103520,0,3,,
243417,1,50,103665,0,11,,
243418,1,50,105574,0,10,,
243419,1,50,105575,0,23,,
243420,1,50,105577,0,2,,
243421,1,50,105693,0,8,,
243422,1,50,105737,0,5,,
243423,1,50,105857,0,1,,
243424,1,50,106716,0,9,,
243425,1,50,108696,1,17,,
243426,1,50,108698,1,6,,
244501,1,51,103520,0,5,,
244502,1,51,103665,0,4,,
244503,1,51,105574,0,26,,
244504,1,51,105575,0,3,,
244505,1,51,105577,0,1,,
244506,1,51,105693,0,4,,
244507,1,51,105737,0,33,,
244508,1,51,105857,0,3,,
244509,1,51,106716,0,14,,
244510,1,51,108696,1,2,,
244511,1,51,108698,1,3,,
245537,1,54,103501,0,8,,
245538,1,54,103520,0,6,,
245539,1,54,105576,0,13,,
245540,1,54,105693,0,2,,
245541,1,54,105857,0,1,,
245542,1,54,106716,0,3,,
245543,1,54,108701,1,3,,
246109,1,1,103520,0,6,,
246110,1,1,105574,0,6,,
246111,1,1,105575,0,8,,
246112,1,1,105577,0,2,,
246113,1,1,105693,0,1,,
246114,1,1,105737,0,1,,
246115,1,1,105857,0,4,,
246116,1,1,106716,0,1,,
246117,1,1,108079,0,1,,
246118,1,1,108696,1,2,,
246119,1,1,108698,1,3,,
246120,1,1,108701,1,3,,
247071,1,2,103520,0,6,,
247072,1,2,105574,0,7,,
247073,1,2,105575,0,14,,
247074,1,2,105577,0,2,,
247075,1,2,105737,0,1,,
247076,1,2,106716,0,5,,
247077,1,2,108079,0,1,,
247078,1,2,108696,1,1,,
247079,1,2,108698,1,2,,
247080,1,2,108701,1,1,,
248073,1,3,103665,0,11,,
248074,1,3,105574,0,26,,
248075,1,3,105575,0,7,,
248076,1,3,105577,0,1,,
248077,1,3,105693,0,1,,
248078,1,3,105737,0,3,,
248079,1,3,105857,0,18,,
248080,1,3,108696,1,3,,
248081,1,3,108698,1,6,,
249241,1,4,103520,0,1,,
249242,1,4,103665,0,2,,
249243,1,4,105574,0,8,,
249244,1,4,105575,0,10,,
249245,1,4,105577,0,3,,
249246,1,4,105737,0,2,,
249247,1,4,105857,0,2,,
249248,1,4,106716,0,6,,
249249,1,4,108696,1,5,,
249250,1,4,108698,1,4,,
250217,1,5,103665,0,7,,
250218,1,5,105574,0,16,,
250219,1,5,105575,0,14,,
250220,1,5,105577,0,3,,
250221,1,5,105693,0,7,,
250222,1,5,105737,0,2,,
250223,1,5,105857,0,1,,
250224,1,5,106716,0,9,,
250225,1,5,108696,1,3,,
251195,1,6,103520,0,1,,
251196,1,6,103665,0,3,,
251197,1,6,105574,0,2,,
251198,1,6,105575,0,20,,
251199,1,6,105577,0,4,,
251200,1,6,105693,0,1,,
251201,1,6,105737,0,3,,
251202,1,6,105857,0,7,,
251203,1,6,106716,0,17,,
251204,1,6,108079,0,1,,
251205,1,6,108696,1,10,,
251206,1,6,108698,1,5,,
252255,1,7,103520,0,5,,
252256,1,7,103665,0,4,,
252257,1,7,105574,0,11,,
252258,1,7,105575,0,17,,
252259,1,7,105577,0,4,,
252260,1,7,105737,0,7,,
252261,1,7,105857,0,6,,
252262,1,7,106716,0,4,,
252263,1,7,108696,1,3,,
252264,1,7,108698,1,3,,
253269,1,8,103520,0,5,,
253270,1,8,103665,0,1,,
253271,1,8,105574,0,12,,
253272,1,8,105575,0,13,,
253273,1,8,105693,0,1,,
253274,1,8,105737,0,3,,
253275,1,8,105857,0,13,,
253276,1,8,108698,1,4,,
253277,1,8,108701,1,1,,
254390,1,9,103501,0,3,,
254391,1,9,103520,0,2,,
254392,1,9,103665,0,1,,
254393,1,9,105576,0,20,,
254394,1,9,105693,0,2,,
254395,1,9,105857,0,2,,
254396,1,9,106716,0,16,,
254397,1,9,108079,0,1,,
254398,1,9,108696,1,12,,
254399,1,9,108698,1,2,,
255346,1,10,103501,0,5,,
255347,1,10,105576,0,6,,
255348,1,10,106716,0,11,,
255349,1,10,108079,0,1,,
255350,1,10,108696,1,7,,
255351,1,10,108701,1,2,,
255950,1,10,1083518,0,1,,
255975,1,11,103501,0,10,,
255976,1,11,103665,0,1,,
255977,1,11,105576,0,11,,
255978,1,11,105857,0,3,,
255979,1,11,106716,0,17,,
255980,1,11,108079,0,1,,
255981,1,11,108696,1,3,,
255982,1,11,108698,1,2,,
255983,1,11,108701,1,5,,
256839,1,11,1083518,0,1,,
256871,1,12,103501,0,7,,
256872,1,12,105576,0,11,,
256873,1,12,105857,0,1,,
256874,1,12,106716,0,9,,
256875,1,12,108079,0,3,,
256876,1,12,108696,1,3,,
256877,1,12,108701,1,1,,
257514,1,12,1083518,0,1,,
257541,1,13,103501,0,4,,
257542,1,13,105576,0,4,,
257543,1,13,106716,0,12,,
257544,1,13,108079,0,1,,
257545,1,13,108701,1,6,,
258151,1,14,103520,0,1,,
258152,1,14,105576,0,23,,
258153,1,14,105857,0,3,,
258154,1,14,106716,0,11,,
258155,1,14,108079,0,5,,
258156,1,14,108696,1,5,,
258157,1,14,108701,1,1,,
258796,1,14,1083518,0,2,,
258820,1,15,103501,0,9,,
258821,1,15,103520,0,3,,
258822,1,15,106716,0,5,,
258823,1,15,108079,0,4,,
258824,1,15,108696,1,2,,
259489,1,16,103501,0,13,,
259490,1,16,105576,0,5,,
259491,1,16,105693,0,8,,
259492,1,16,105857,0,1,,
259493,1,16,106716,0,8,,
259494,1,16,108079,0,2,,
259495,1,16,108701,1,4,,
260153,1,17,105576,0,14,,
260154,1,17,105857,0,7,,
260155,1,17,106716,0,8,,
260156,1,17,108696,1,1,,
260157,1,17,108701,1,3,,
260853,1,18,103501,0,2,,
260854,1,18,105576,0,9,,
260855,1,18,105857,0,3,,
260856,1,18,106716,0,3,,
260857,1,18,108079,0,1,,
260858,1,18,108696,1,5,,
260859,1,18,108698,1,1,,
260860,1,18,108701,1,4,,
261649,1,19,103501,0,2,,
261650,1,19,103520,0,1,,
261651,1,19,105857,0,2,,
261652,1,19,106716,0,5,,
261653,1,19,108079,0,1,,
261654,1,19,108696,1,4,,
261655,1,19,108701,1,1,,
262223,1,19,1083518,0,1,,
262247,1,23,103665,0,6,,
262248,1,23,105574,0,2,,
262249,1,23,105575,0,14,,
262250,1,23,105693,0,1,,
262251,1,23,105737,0,1,,
262252,1,23,105857,0,2,,
262253,1,23,106716,0,4,,
262254,1,23,108698,1,6,,
263105,1,24,103520,0,1,,
263106,1,24,103665,0,6,,
263107,1,24,105574,0,3,,
263108,1,24,105575,0,8,,
263109,1,24,105577,0,4,,
263110,1,24,105693,0,4,,
263111,1,24,105737,0,13,,
263112,1,24,105857,0,7,,
263113,1,24,106716,0,3,,
263114,1,24,108698,1,3,,
264086,1,25,105574,0,5,,
264087,1,25,105575,0,5,,
264088,1,25,105577,0,2,,
264089,1,25,105737,0,11,,
264090,1,25,108701,1,1,,
264809,1,26,105574,0,7,,
264810,1,26,105575,0,5,,
264811,1,26,105693,0,1,,
264812,1,26,105737,0,6,,
264813,1,26,105857,0,2,,
264814,1,26,106716,0,1,,
264815,1,26,108701,1,1,,
265488,1,27,103665,0,4,,
265489,1,27,105574,0,1,,
265490,1,27,105575,0,3,,
265491,1,27,105693,0,5,,
265492,1,27,105737,0,5,,
265493,1,27,106716,0,3,,
266353,1,28,103501,0,4,,
266354,1,28,103665,0,7,,
266355,1,28,105576,0,3,,
266356,1,28,105693,0,12,,
266357,1,28,105857,0,2,,
266358,1,28,106716,0,1,,
266359,1,28,108079,0,1,,
266360,1,28,108701,1,1,,
267105,1,28,1083518,0,8,,
267138,1,30,103501,0,2,,
267139,1,30,105576,0,1,,
267140,1,30,105693,0,3,,
267141,1,30,106716,0,1,,
267689,1,31,103501,0,2,,
267690,1,31,103665,0,4,,
267691,1,31,105576,0,1,,
267692,1,31,105693,0,2,,
267693,1,31,105857,0,1,,
267694,1,31,106716,0,10,,
268450,1,32,103501,0,2,,
268451,1,32,105576,0,2,,
268452,1,32,105693,0,2,,
268453,1,32,106716,0,5,,
268929,1,32,1083518,0,2,,
268949,1,33,103501,0,10,,
268950,1,33,103520,0,1,,
268951,1,33,105576,0,9,,
268952,1,33,105693,0,4,,
268953,1,33,105857,0,4,,
268954,1,33,106716,0,10,,
268955,1,33,108079,0,1,,
269603,1,34,103501,0,4,,
269604,1,34,103520,0,1,,
269605,1,34,103665,0,2,,
269606,1,34,105576,0,8,,
269607,1,34,105693,0,2,,
269608,1,34,105857,0,4,,
269609,1,34,106716,0,7,,
269610,1,34,108079,0,1,,
269611,1,34,108696,1,3,,
270423,1,35,103501,0,3,,
270424,1,35,105576,0,1,,
270425,1,35,105693,0,2,,
270426,1,35,106716,0,2,,
270427,1,35,108079,0,1,,
270895,1,37,103520,0,2,,
270896,1,37,103665,0,5,,
270897,1,37,105574,0,6,,
270898,1,37,105575,0,22,,
270899,1,37,105577,0,4,,
270900,1,37,105693,0,1,,
270901,1,37,105737,0,2,,
270902,1,37,105857,0,17,,
270903,1,37,106716,0,3,,
270904,1,37,108079,0,1,,
270905,1,37,108698,1,5,,
271891,1,38,103520,0,1,,
271892,1,38,103665,0,2,,
271893,1,38,105574,0,2,,
271894,1,38,105575,0,15,,
271895,1,38,105577,0,20,,
271896,1,38,105693,0,5,,
271897,1,38,105737,0,5,,
271898,1,38,105857,0,9,,
271899,1,38,108079,0,1,,
271900,1,38,108701,1,2,,
272815,1,39,103501,0,5,,
272816,1,39,103665,0,6,,
272817,1,39,105576,0,14,,
272818,1,39,105693,0,3,,
272819,1,39,105857,0,8,,
272820,1,39,106716,0,2,,
272821,1,39,108696,1,4,,
273665,1,39,1083518,0,3,,
273698,1,40,103501,0,4,,
273699,1,40,105576,0,9,,
273700,1,40,105857,0,1,,
273701,1,40,106716,0,4,,
273702,1,40,108079,0,1,,
273703,1,40,108696,1,1,,
273704,1,40,108701,1,2,,
274343,1,40,1083518,0,1,,
274367,1,41,103665,0,4,,
274368,1,41,105574,0,7,,
274369,1,41,105575,0,4,,
274370,1,41,105577,0,14,,
274371,1,41,105693,0,3,,
274372,1,41,105737,0,2,,
274373,1,41,105857,0,1,,
274374,1,41,106716,0,1,,
274375,1,41,108701,1,3,,
275191,1,43,103501,0,5,,
275192,1,43,105576,0,3,,
275193,1,43,105693,0,2,,
275194,1,43,106716,0,9,,
275195,1,43,108079,0,1,,
275196,1,43,108701,1,2,,
275777,1,43,1083518,0,1,,
275801,1,44,103520,0,3,,
275802,1,44,103665,0,6,,
275803,1,44,105574,0,23,,
275804,1,44,105575,0,21,,
275805,1,44,105577,0,3,,
275806,1,44,105693,0,3,,
275807,1,44,105737,0,12,,
275808,1,44,105857,0,22,,
275809,1,44,106716,0,7,,
275810,1,44,108696,1,10,,
275811,1,44,108698,1,11,,
277016,1,45,103520,0,3,,
277017,1,45,103665,0,3,,
277018,1,45,105574,0,28,,
277019,1,45,105575,0,31,,
277020,1,45,105577,0,10,,
277021,1,45,105737,0,3,,
277022,1,45,105857,0,15,,
277023,1,45,108696,1,9,,
277024,1,45,108698,1,9,,
277025,1,45,108701,1,8,,
278195,1,46,103520,0,5,,
278196,1,46,103665,0,9,,
278197,1,46,105574,0,13,,
278198,1,46,105575,0,32,,
278199,1,46,105577,0,8,,
278200,1,46,105693,0,2,,
278201,1,46,105737,0,8,,
278202,1,46,105857,0,12,,
278203,1,46,106716,0,15,,
278204,1,46,108696,1,3,,
278205,1,46,108698,1,7,,
278206,1,46,108701,1,10,,
279313,1,47,103520,0,3,,
279314,1,47,103665,0,4,,
279315,1,47,105574,0,18,,
279316,1,47,105575,0,28,,
279317,1,47,105577,0,3,,
279318,1,47,105693,0,5,,
279319,1,47,105737,0,6,,
279320,1,47,105857,0,14,,
279321,1,47,106716,0,13,,
279322,1,47,108696,1,4,,
279323,1,47,108698,1,10,,
280474,1,48,103520,0,3,,
280475,1,48,103665,0,5,,
280476,1,48,105574,0,7,,
280477,1,48,105575,0,29,,
280478,1,48,105577,0,7,,
280479,1,48,105693,0,2,,
280480,1,48,105737,0,10,,
280481,1,48,105857,0,6,,
280482,1,48,106716,0,5,,
280483,1,48,108079,0,1,,
280484,1,48,108701,1,22,,
281536,1,49,103520,0,1,,
281537,1,49,103665,0,5,,
281538,1,49,105574,0,20,,
281539,1,49,105575,0,7,,
281540,1,49,105577,0,6,,
281541,1,49,105737,0,8,,
281542,1,49,106716,0,2,,
281543,1,49,108696,1,1,,
281544,1,49,108701,1,2,,
282602,1,50,103520,0,3,,
282603,1,50,103665,0,4,,
282604,1,50,105574,0,13,,
282605,1,50,105575,0,23,,
282606,1,50,105577,0,5,,
282607,1,50,105693,0,8,,
282608,1,50,105737,0,1,,
282609,1,50,105857,0,7,,
282610,1,50,106716,0,4,,
282611,1,50,108079,0,3,,
282612,1,50,108696,1,6,,
282613,1,50,108698,1,6,,
283684,1,51,103520,0,5,,
283685,1,51,105574,0,15,,
283686,1,51,105575,0,1,,
283687,1,51,105577,0,4,,
283688,1,51,105693,0,7,,
283689,1,51,105737,0,23,,
283690,1,51,105857,0,3,,
283691,1,51,106716,0,5,,
283692,1,51,108696,1,1,,
283693,1,51,108698,1,7,,
284704,1,54,103501,0,7,,
284705,1,54,103520,0,1,,
284706,1,54,105576,0,12,,
284707,1,54,105693,0,4,,
284708,1,54,105857,0,2,,
284709,1,54,106716,0,4,,
284710,1,54,108696,1,1,,
284711,1,54,108701,1,2,,
285214,1,54,1083518,0,1,,
285240,1,1,103520,0,3,,
285241,1,1,103665,0,1,,
285242,1,1,105574,0,9,,
285243,1,1,105575,0,9,,
285244,1,1,105577,0,1,,
285245,1,1,105737,0,9,,
285246,1,1,105857,0,7,,
285247,1,1,106716,0,2,,
285248,1,1,108696,1,4,,
285249,1,1,108698,1,2,,
285250,1,1,108701,1,1,,
286232,1,2,103520,0,3,,
286233,1,2,103665,0,6,,
286234,1,2,105574,0,13,,
286235,1,2,105575,0,12,,
286236,1,2,105577,0,2,,
286237,1,2,105737,0,5,,
286238,1,2,106716,0,3,,
286239,1,2,108079,0,3,,
286240,1,2,108696,1,7,,
286241,1,2,108698,1,2,,
286242,1,2,108701,1,3,,
287256,1,3,103665,0,2,,
287257,1,3,105574,0,21,,
287258,1,3,105575,0,11,,
287259,1,3,105577,0,2,,
287260,1,3,105693,0,1,,
287261,1,3,105737,0,8,,
287262,1,3,105857,0,21,,
287263,1,3,108696,1,5,,
287264,1,3,108698,1,9,,
288443,1,4,105574,0,6,,
288444,1,4,105575,0,17,,
288445,1,4,105577,0,3,,
288446,1,4,105693,0,1,,
288447,1,4,105737,0,3,,
288448,1,4,105857,0,9,,
288449,1,4,106716,0,4,,
288450,1,4,108696,1,4,,
288451,1,4,108698,1,2,,
289413,1,5,103665,0,3,,
289414,1,5,105574,0,11,,
289415,1,5,105575,0,11,,
289416,1,5,105577,0,12,,
289417,1,5,105693,0,10,,
289418,1,5,105857,0,1,,
289419,1,5,106716,0,1,,
289420,1,5,108696,1,5,,
289421,1,5,108701,1,5,,
290412,1,6,103520,0,5,,
290413,1,6,103665,0,3,,
290414,1,6,105575,0,8,,
290415,1,6,105577,0,4,,
290416,1,6,105737,0,2,,
290417,1,6,105857,0,15,,
290418,1,6,106716,0,10,,
290419,1,6,108079,0,1,,
290420,1,6,108696,1,2,,
290421,1,6,108698,1,4,,
291508,1,7,103520,0,3,,
291509,1,7,103665,0,7,,
291510,1,7,105574,0,7,,
291511,1,7,105575,0,9,,
291512,1,7,105577,0,1,,
291513,1,7,105737,0,2,,
291514,1,7,105857,0,7,,
291515,1,7,106716,0,1,,
291516,1,7,108079,0,1,,
291517,1,7,108696,1,6,,
291518,1,7,108698,1,3,,
292526,1,8,103520,0,6,,
292527,1,8,103665,0,4,,
292528,1,8,105574,0,14,,
292529,1,8,105575,0,8,,
292530,1,8,105577,0,3,,
292531,1,8,105737,0,6,,
292532,1,8,105857,0,18,,
292533,1,8,106716,0,4,,
292534,1,8,108079,0,1,,
292535,1,8,108696,1,1,,
292536,1,8,108698,1,5,,
293684,1,9,103520,0,2,,
293685,1,9,103665,0,5,,
293686,1,9,105576,0,14,,
293687,1,9,105693,0,5,,
293688,1,9,105857,0,4,,
293689,1,9,106716,0,18,,
