,date,store_nbr,item_nbr,city,type_store,cluster,family,perishable,type_holiday,locale,transferred,unit_sales
403,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,2.0
404,1,1,96995,Quito,D,13,,,,,,2.0
405,1,2,96995,Quito,D,13,,,,,,3.0
406,1,4,96995,Quito,D,9,,,,,,1.0
407,1,8,96995,Quito,D,8,,,,,,2.0
408,1,10,103501,Quito,C,15,CLEANING,0.0,,,,2.0
409,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,5.0
410,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,4.0
411,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,5.0
412,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,8.0
413,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,2.0
414,1,17,103501,Quito,C,12,CLEANING,0.0,,,,6.0
415,1,18,103501,Quito,B,16,CLEANING,0.0,,,,1.0
416,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,4.0
417,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,2.0
418,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
419,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,4.0
420,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
421,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,4.0
422,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,3.0
423,1,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
424,1,37,96995,Cuenca,D,2,,,,,,1.0
425,1,38,96995,Loja,D,4,,,,,,1.0
426,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,4.0
427,1,40,103501,Machala,C,3,CLEANING,0.0,,,,5.0
428,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
429,1,44,96995,Quito,A,5,,,,,,1.0
430,1,47,96995,Quito,A,14,,,,,,2.0
431,1,49,96995,Quito,A,11,,,,,,1.0
432,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,4.0
433,1,2,96995,Quito,D,13,,,,,,2.0
434,1,6,96995,Quito,D,13,,,,,,2.0
435,1,9,103501,Quito,B,6,CLEANING,0.0,,,,7.0
436,1,10,103501,Quito,C,15,CLEANING,0.0,,,,3.0
437,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,2.0
438,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,2.0
439,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,1.0
440,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,15.0
441,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,4.0
442,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,6.0
443,1,17,103501,Quito,C,12,CLEANING,0.0,,,,12.0
444,1,18,103501,Quito,B,16,CLEANING,0.0,,,,1.0
445,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,5.0
446,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,3.0
447,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
448,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,8.0
449,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
450,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,9.0
451,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,2.0
452,1,35,103501,Playas,C,3,CLEANING,0.0,,,,1.0
453,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,6.0
454,1,40,103501,Machala,C,3,CLEANING,0.0,,,,9.0
455,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,2.0
456,1,45,96995,Quito,A,11,,,,,,1.0
457,1,47,96995,Quito,A,14,,,,,,4.0
458,1,49,96995,Quito,A,11,,,,,,1.0
459,1,51,96995,Guayaquil,A,17,,,,,,1.0
460,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,12.0
461,1,2,96995,Quito,D,13,,,,,,3.0
462,1,3,96995,Quito,D,8,,,,,,1.0
463,1,9,103501,Quito,B,6,CLEANING,0.0,,,,14.0
464,1,10,103501,Quito,C,15,CLEANING,0.0,,,,5.0
465,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,8.0
466,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
467,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,6.0
468,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,5.0
469,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,8.0
470,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,15.0
471,1,17,103501,Quito,C,12,CLEANING,0.0,,,,4.0
472,1,18,103501,Quito,B,16,CLEANING,0.0,,,,4.0
473,1,24,96995,Guayaquil,D,1,,,,,,3.0
474,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,4.0
475,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
476,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,5.0
477,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
478,1,33,103501,Quevedo,C,3,CLEANING,0.0,,,,14.0
479,1,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
480,1,35,103501,Playas,C,3,CLEANING,0.0,,,,4.0
481,1,37,96995,Cuenca,D,2,,,,,,1.0
482,1,39,103501,Cuenca,B,6,CLEANING,0.0,,,,1.0
483,1,40,103501,Machala,C,3,CLEANING,0.0,,,,6.0
484,1,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,4.0
485,1,44,96995,Quito,A,5,,,,,,4.0
486,1,45,96995,Quito,A,11,,,,,,3.0
487,1,50,96995,Ambato,A,14,,,,,,2.0
488,1,51,96995,Guayaquil,A,17,,,,,,1.0
489,1,54,103501,El Carmen,C,3,CLEANING,0.0,,,,17.0
490,1,1,96995,Quito,D,13,,,,,,1.0
491,1,2,96995,Quito,D,13,,,,,,1.0
492,1,3,96995,Quito,D,8,,,,,,2.0
493,1,8,96995,Quito,D,8,,,,,,1.0
494,1,9,103501,Quito,B,6,CLEANING,0.0,,,,10.0
495,1,10,103501,Quito,C,15,CLEANING,0.0,,,,9.0
496,1,11,103501,Cayambe,B,6,CLEANING,0.0,,,,1.0
497,1,12,103501,Latacunga,C,15,CLEANING,0.0,,,,2.0
498,1,13,103501,Latacunga,C,15,CLEANING,0.0,,,,3.0
499,1,14,103501,Riobamba,C,7,CLEANING,0.0,,,,12.0
500,1,15,103501,Ibarra,C,15,CLEANING,0.0,,,,6.0
501,1,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,7.0
502,1,17,103501,Quito,C,12,CLEANING,0.0,,,,9.0
503,1,18,103501,Quito,B,16,CLEANING,0.0,,,,2.0
504,1,19,103501,Guaranda,C,15,CLEANING,0.0,,,,5.0
505,1,24,96995,Guayaquil,D,1,,,,,,2.0
506,1,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,3.0
507,1,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,4.0
508,1,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,6.0
509,1,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,2.0
510,1,2,96995,Quito,D,13,,,,,,3.0
511,1,5,96995,Santo Domingo,D,4,,,,,,1.0
512,1,8,96995,Quito,D,8,,,,,,1.0
513,1,44,96995,Quito,A,5,,,,,,1.0
514,1,45,96995,Quito,A,11,,,,,,2.0
515,1,49,96995,Quito,A,11,,,,,,1.0
516,1,50,96995,Ambato,A,14,,,,,,1.0
517,1,51,96995,Guayaquil,A,17,,,,,,1.0
518,1,2,96995,Quito,D,13,,,,,,1.0
519,1,4,96995,Quito,D,9,,,,,,1.0
520,1,44,96995,Quito,A,5,,,,,,3.0
521,1,50,96995,Ambato,A,14,,,,,,2.0
522,1,2,96995,Quito,D,13,,,,,,1.0
523,1,6,96995,Quito,D,13,,,,,,1.0
524,1,44,96995,Quito,A,5,,,,,,2.0
525,1,1,96995,Quito,D,13,,,,,,1.0
526,1,2,96995,Quito,D,13,,,,,,1.0
527,1,4,96995,Quito,D,9,,,,,,1.0
528,1,8,96995,Quito,D,8,,,,,,2.0
529,1,24,96995,Guayaquil,D,1,,,,,,2.0
530,1,37,96995,Cuenca,D,2,,,,,,1.0
531,1,44,96995,Quito,A,5,,,,,,1.0
532,1,47,96995,Quito,A,14,,,,,,2.0
533,1,48,96995,Quito,A,14,,,,,,1.0
534,1,49,96995,Quito,A,11,,,,,,1.0
535,1,50,96995,Ambato,A,14,,,,,,1.0
536,1,2,96995,Quito,D,13,,,,,,1.0
537,1,4,96995,Quito,D,9,,,,,,2.0
538,1,6,96995,Quito,D,13,,,,,,2.0
539,1,7,96995,Quito,D,8,,,,,,1.0
540,1,8,96995,Quito,D,8,,,,,,1.0
541,1,24,96995,Guayaquil,D,1,,,,,,3.0
542,1,26,96995,Guayaquil,D,10,,,,,,1.0
543,1,38,96995,Loja,D,4,,,,,,1.0
544,1,47,96995,Quito,A,14,,,,,,1.0
545,1,50,96995,Ambato,A,14,,,,,,3.0
546,1,2,96995,Quito,D,13,,,,,,1.0
547,1,3,96995,Quito,D,8,,,,,,1.0
548,1,4,96995,Quito,D,9,,,,,,3.0
549,1,6,96995,Quito,D,13,,,,,,2.0
550,1,7,96995,Quito,D,8,,,,,,1.0
551,1,8,96995,Quito,D,8,,,,,,1.0
552,1,24,96995,Guayaquil,D,1,,,,,,1.0
553,1,44,96995,Quito,A,5,,,,,,4.0
