id,date,store_nbr,item_nbr,onpromotion,city,state,type_store,cluster,family,class,perishable,type_holiday,locale,locale_name,description,transferred,unit_sales
34061795,2014-10-29 00:00:00,16,1503844,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,PRODUCE,2022,1,Regular,n,n,n,n,4.306
34062066,2014-10-29 00:00:00,17,364606,0.0,Quito,Pichincha,C,12,GROCERY I,1014,0,Regular,n,n,n,n,28.0
34065605,2014-10-29 00:00:00,23,502331,0.0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,Regular,n,n,n,n,18.0
34067085,2014-10-29 00:00:00,24,502331,0.0,Guayaquil,Guayas,D,1,BREAD/BAKERY,2702,1,Regular,n,n,n,n,46.0
34068259,2014-10-29 00:00:00,24,1473474,1.0,Guayaquil,Guayas,D,1,PRODUCE,2014,1,Regular,n,n,n,n,236.226
34072573,2014-10-29 00:00:00,28,502331,0.0,Guayaquil,Guayas,E,10,BREAD/BAKERY,2702,1,Regular,n,n,n,n,31.0
34074309,2014-10-29 00:00:00,30,1463992,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,4.0
34086846,2014-10-29 00:00:00,41,364606,0.0,Machala,El Oro,D,4,GROCERY I,1014,0,Regular,n,n,n,n,38.0
34101654,2014-10-29 00:00:00,50,1047679,0.0,Ambato,Tungurahua,A,14,BEVERAGES,1120,0,Regular,n,n,n,n,15.0
34105406,2014-10-29 00:00:00,53,1503844,1.0,Manta,Manabi,D,13,PRODUCE,2022,1,Regular,n,n,n,n,50.306
34113278,2014-10-30 00:00:00,5,314384,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1004,0,Regular,n,n,n,n,31.0
34115575,2014-10-30 00:00:00,6,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,12.0
34120678,2014-10-30 00:00:00,9,1047679,0.0,Quito,Pichincha,B,6,BEVERAGES,1120,0,Regular,n,n,n,n,16.0
34131409,2014-10-30 00:00:00,19,314384,0.0,Guaranda,Bolivar,C,15,GROCERY I,1004,0,Regular,n,n,n,n,25.0
34132612,2014-10-30 00:00:00,23,502331,0.0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,Regular,n,n,n,n,17.0
34133523,2014-10-30 00:00:00,23,1503844,0.0,Ambato,Tungurahua,D,9,PRODUCE,2022,1,Regular,n,n,n,n,55.49
34137410,2014-10-30 00:00:00,26,1503844,0.0,Guayaquil,Guayas,D,10,PRODUCE,2022,1,Regular,n,n,n,n,6.483
34140760,2014-10-30 00:00:00,30,1047679,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,20.0
34143671,2014-10-30 00:00:00,33,819932,0.0,Quevedo,Los Rios,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,12.0
34146568,2014-10-30 00:00:00,36,314384,0.0,Libertad,Guayas,E,10,GROCERY I,1004,0,Regular,n,n,n,n,10.0
34146933,2014-10-30 00:00:00,36,807493,0.0,Libertad,Guayas,E,10,BEVERAGES,1124,0,Regular,n,n,n,n,13.0
34152837,2014-10-30 00:00:00,40,807493,0.0,Machala,El Oro,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,30.0
34154246,2014-10-30 00:00:00,41,1047679,0.0,Machala,El Oro,D,4,BEVERAGES,1120,0,Regular,n,n,n,n,2.0
34155681,2014-10-30 00:00:00,43,1463992,0.0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1144,0,Regular,n,n,n,n,47.0
34168830,2014-10-30 00:00:00,50,1503844,0.0,Ambato,Tungurahua,A,14,PRODUCE,2022,1,Regular,n,n,n,n,103.602
34170757,2014-10-30 00:00:00,53,265559,0.0,Manta,Manabi,D,13,GROCERY I,1072,0,Regular,n,n,n,n,16.0
34176426,2014-10-31 00:00:00,3,314384,0.0,Quito,Pichincha,D,8,GROCERY I,1004,0,Regular,n,n,n,n,80.0
34176967,2014-10-31 00:00:00,3,807493,0.0,Quito,Pichincha,D,8,BEVERAGES,1124,0,Regular,n,n,n,n,72.0
34184154,2014-10-31 00:00:00,7,1047679,0.0,Quito,Pichincha,D,8,BEVERAGES,1120,0,Regular,n,n,n,n,337.0
34187485,2014-10-31 00:00:00,9,819932,0.0,Quito,Pichincha,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,40.0
34188266,2014-10-31 00:00:00,9,1473474,0.0,Quito,Pichincha,B,6,PRODUCE,2014,1,Regular,n,n,n,n,34.228
34189990,2014-10-31 00:00:00,11,819932,0.0,Cayambe,Pichincha,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,210.0
34192879,2014-10-31 00:00:00,14,314384,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1004,0,Regular,n,n,n,n,18.0
34193721,2014-10-31 00:00:00,14,1473474,0.0,Riobamba,Chimborazo,C,7,PRODUCE,2014,1,Regular,n,n,n,n,3.099
34199541,2014-10-31 00:00:00,23,314384,0.0,Ambato,Tungurahua,D,9,GROCERY I,1004,0,Regular,n,n,n,n,35.0
34203908,2014-10-31 00:00:00,25,1503844,0.0,Salinas,Santa Elena,D,1,PRODUCE,2022,1,Regular,n,n,n,n,109.102
34207390,2014-10-31 00:00:00,28,1047679,0.0,Guayaquil,Guayas,E,10,BEVERAGES,1120,0,Regular,n,n,n,n,4.0
34208795,2014-10-31 00:00:00,30,1463992,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,2.0
34208835,2014-10-31 00:00:00,30,1473474,0.0,Guayaquil,Guayas,C,3,PRODUCE,2014,1,Regular,n,n,n,n,22.265
34220741,2014-10-31 00:00:00,40,314384,0.0,Machala,El Oro,C,3,GROCERY I,1004,0,Regular,n,n,n,n,21.0
34221676,2014-10-31 00:00:00,40,1463992,0.0,Machala,El Oro,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,35.0
34221986,2014-10-31 00:00:00,41,314384,0.0,Machala,El Oro,D,4,GROCERY I,1004,0,Regular,n,n,n,n,43.0
34223317,2014-10-31 00:00:00,43,265559,0.0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1072,0,Regular,n,n,n,n,19.0
34226726,2014-10-31 00:00:00,45,502331,0.0,Quito,Pichincha,A,11,BREAD/BAKERY,2702,1,Regular,n,n,n,n,40.0
34232472,2014-10-31 00:00:00,48,265559,0.0,Quito,Pichincha,A,14,GROCERY I,1072,0,Regular,n,n,n,n,118.0
34239952,2014-10-31 00:00:00,53,364606,0.0,Manta,Manabi,D,13,GROCERY I,1014,0,Regular,n,n,n,n,22.0
34251781,2014-11-01 00:00:00,6,807493,0.0,Quito,Pichincha,D,13,BEVERAGES,1124,0,Regular,n,n,n,n,70.0
34261614,2014-11-01 00:00:00,12,502331,0.0,Latacunga,Cotopaxi,C,15,BREAD/BAKERY,2702,1,Regular,n,n,n,n,17.0
34263703,2014-11-01 00:00:00,14,314384,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1004,0,Regular,n,n,n,n,41.0
34264207,2014-11-01 00:00:00,14,1047679,0.0,Riobamba,Chimborazo,C,7,BEVERAGES,1120,0,Regular,n,n,n,n,24.0
34266643,2014-11-01 00:00:00,16,1047679,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,7.0
34272034,2014-11-01 00:00:00,23,1047679,0.0,Ambato,Tungurahua,D,9,BEVERAGES,1120,0,Regular,n,n,n,n,16.0
34274759,2014-11-01 00:00:00,25,314384,0.0,Salinas,Santa Elena,D,1,GROCERY I,1004,0,Regular,n,n,n,n,44.0
34280749,2014-11-01 00:00:00,28,1473474,0.0,Guayaquil,Guayas,E,10,PRODUCE,2014,1,Regular,n,n,n,n,93.169
34282095,2014-11-01 00:00:00,31,265559,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,Regular,n,n,n,n,119.0
34301158,2014-11-01 00:00:00,44,1473474,0.0,Quito,Pichincha,A,5,PRODUCE,2014,1,Regular,n,n,n,n,672.935
34302500,2014-11-01 00:00:00,45,1047679,0.0,Quito,Pichincha,A,11,BEVERAGES,1120,0,Regular,n,n,n,n,95.0
34317009,2014-11-01 00:00:00,53,1473474,0.0,Manta,Manabi,D,13,PRODUCE,2014,1,Regular,n,n,n,n,88.59100000000002
34319120,2014-11-02 00:00:00,1,1473474,0.0,Quito,Pichincha,D,13,PRODUCE,2014,1,Regular,n,n,n,n,46.37
34319481,2014-11-02 00:00:00,2,314384,0.0,Quito,Pichincha,D,13,GROCERY I,1004,0,Regular,n,n,n,n,34.0
34319985,2014-11-02 00:00:00,2,819932,0.0,Quito,Pichincha,D,13,BEVERAGES,1122,0,Regular,n,n,n,n,39.0
34323226,2014-11-02 00:00:00,4,265559,0.0,Quito,Pichincha,D,9,GROCERY I,1072,0,Regular,n,n,n,n,67.0
34325064,2014-11-02 00:00:00,5,364606,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,Regular,n,n,n,n,50.0
34333330,2014-11-02 00:00:00,9,1473474,0.0,Quito,Pichincha,B,6,PRODUCE,2014,1,Regular,n,n,n,n,61.429
34333606,2014-11-02 00:00:00,10,314384,0.0,Quito,Pichincha,C,15,GROCERY I,1004,0,Regular,n,n,n,n,14.0
34336059,2014-11-02 00:00:00,11,1503844,0.0,Cayambe,Pichincha,B,6,PRODUCE,2022,1,Regular,n,n,n,n,4.322
34340842,2014-11-02 00:00:00,16,1047679,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,4.0
34353468,2014-11-02 00:00:00,28,1047679,0.0,Guayaquil,Guayas,E,10,BEVERAGES,1120,0,Regular,n,n,n,n,8.0
34354516,2014-11-02 00:00:00,30,807493,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,12.0
34356448,2014-11-02 00:00:00,31,1473474,0.0,Babahoyo,Los Rios,B,10,PRODUCE,2014,1,Regular,n,n,n,n,48.743
34357550,2014-11-02 00:00:00,33,265559,0.0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,Regular,n,n,n,n,52.0
34358583,2014-11-02 00:00:00,33,1503844,0.0,Quevedo,Los Rios,C,3,PRODUCE,2022,1,Regular,n,n,n,n,0.98
34368770,2014-11-02 00:00:00,41,265559,0.0,Machala,El Oro,D,4,GROCERY I,1072,0,Regular,n,n,n,n,55.0
34370607,2014-11-02 00:00:00,43,807493,0.0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1124,0,Regular,n,n,n,n,135.0
34373153,2014-11-02 00:00:00,44,1473474,0.0,Quito,Pichincha,A,5,PRODUCE,2014,1,Regular,n,n,n,n,592.403
34391133,2014-11-03 00:00:00,2,265559,0.0,Quito,Pichincha,D,13,GROCERY I,1072,0,Regular,n,n,n,n,97.0
34393326,2014-11-03 00:00:00,3,502331,0.0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,Regular,n,n,n,n,105.0
34401163,2014-11-03 00:00:00,7,807493,0.0,Quito,Pichincha,D,8,BEVERAGES,1124,0,Regular,n,n,n,n,42.0
34411229,2014-11-03 00:00:00,14,265559,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1072,0,Regular,n,n,n,n,60.0
34413766,2014-11-03 00:00:00,16,502331,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,45.0
34414544,2014-11-03 00:00:00,16,1463992,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,30.0
34423437,2014-11-03 00:00:00,26,265559,0.0,Guayaquil,Guayas,D,10,GROCERY I,1072,0,Regular,n,n,n,n,54.0
34424513,2014-11-03 00:00:00,26,1463992,0.0,Guayaquil,Guayas,D,10,BEVERAGES,1144,0,Regular,n,n,n,n,9.0
34429160,2014-11-03 00:00:00,31,265559,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,Regular,n,n,n,n,95.0
34432800,2014-11-03 00:00:00,34,265559,0.0,Guayaquil,Guayas,B,6,GROCERY I,1072,0,Regular,n,n,n,n,59.0
34433221,2014-11-03 00:00:00,34,807493,0.0,Guayaquil,Guayas,B,6,BEVERAGES,1124,0,Regular,n,n,n,n,53.0
34440096,2014-11-03 00:00:00,39,265559,0.0,Cuenca,Azuay,B,6,GROCERY I,1072,0,Regular,n,n,n,n,63.0
34442668,2014-11-03 00:00:00,40,1463992,0.0,Machala,El Oro,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,56.0
34444336,2014-11-03 00:00:00,41,1503844,0.0,Machala,El Oro,D,4,PRODUCE,2022,1,Regular,n,n,n,n,111.286
34444567,2014-11-03 00:00:00,43,265559,0.0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1072,0,Regular,n,n,n,n,43.0
34446453,2014-11-03 00:00:00,44,819932,0.0,Quito,Pichincha,A,5,BEVERAGES,1122,0,Regular,n,n,n,n,243.0
34458579,2014-11-03 00:00:00,50,364606,0.0,Ambato,Tungurahua,A,14,GROCERY I,1014,0,Regular,n,n,n,n,212.0
34471992,2014-11-04 00:00:00,5,364606,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,Regular,n,n,n,n,46.0
34476190,2014-11-04 00:00:00,7,1047679,0.0,Quito,Pichincha,D,8,BEVERAGES,1120,0,Regular,n,n,n,n,416.0
34477228,2014-11-04 00:00:00,8,314384,0.0,Quito,Pichincha,D,8,GROCERY I,1004,0,Regular,n,n,n,n,63.0
34478697,2014-11-04 00:00:00,8,1473474,0.0,Quito,Pichincha,D,8,PRODUCE,2014,1,Regular,n,n,n,n,212.948
34481568,2014-11-04 00:00:00,10,1473474,1.0,Quito,Pichincha,C,15,PRODUCE,2014,1,Regular,n,n,n,n,4.487
34484196,2014-11-04 00:00:00,12,1463992,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1144,0,Regular,n,n,n,n,66.0
34488184,2014-11-04 00:00:00,16,819932,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,1.0
34497863,2014-11-04 00:00:00,26,1463992,0.0,Guayaquil,Guayas,D,10,BEVERAGES,1144,0,Regular,n,n,n,n,25.0
34498200,2014-11-04 00:00:00,27,314384,0.0,Daule,Guayas,D,1,GROCERY I,1004,0,Regular,n,n,n,n,33.0
34508580,2014-11-04 00:00:00,36,1047679,0.0,Libertad,Guayas,E,10,BEVERAGES,1120,0,Regular,n,n,n,n,21.0
34520480,2014-11-04 00:00:00,45,314384,0.0,Quito,Pichincha,A,11,GROCERY I,1004,0,Regular,n,n,n,n,161.0
34522585,2014-11-04 00:00:00,46,364606,0.0,Quito,Pichincha,A,14,GROCERY I,1014,0,Regular,n,n,n,n,136.0
34538241,2014-11-05 00:00:00,2,364606,0.0,Quito,Pichincha,D,13,GROCERY I,1014,0,Regular,n,n,n,n,53.0
34539595,2014-11-05 00:00:00,2,1473474,1.0,Quito,Pichincha,D,13,PRODUCE,2014,1,Regular,n,n,n,n,169.435
34544954,2014-11-05 00:00:00,5,1463992,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,BEVERAGES,1144,0,Regular,n,n,n,n,18.0
34549579,2014-11-05 00:00:00,8,807493,0.0,Quito,Pichincha,D,8,BEVERAGES,1124,0,Regular,n,n,n,n,61.0
34551448,2014-11-05 00:00:00,9,807493,0.0,Quito,Pichincha,B,6,BEVERAGES,1124,0,Regular,n,n,n,n,60.0
34554341,2014-11-05 00:00:00,11,1047679,0.0,Cayambe,Pichincha,B,6,BEVERAGES,1120,0,Regular,n,n,n,n,92.0
34557782,2014-11-05 00:00:00,14,1047679,0.0,Riobamba,Chimborazo,C,7,BEVERAGES,1120,0,Regular,n,n,n,n,6.0
34559614,2014-11-05 00:00:00,16,314384,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,GROCERY I,1004,0,Regular,n,n,n,n,38.0
34563391,2014-11-05 00:00:00,19,314384,0.0,Guaranda,Bolivar,C,15,GROCERY I,1004,0,Regular,n,n,n,n,21.0
34567809,2014-11-05 00:00:00,25,364606,0.0,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Regular,n,n,n,n,18.0
34570222,2014-11-05 00:00:00,27,502331,0.0,Daule,Guayas,D,1,BREAD/BAKERY,2702,1,Regular,n,n,n,n,53.0
34577023,2014-11-05 00:00:00,33,1463992,0.0,Quevedo,Los Rios,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,12.0
34579759,2014-11-05 00:00:00,36,807493,0.0,Libertad,Guayas,E,10,BEVERAGES,1124,0,Regular,n,n,n,n,7.0
34591144,2014-11-05 00:00:00,44,1503844,1.0,Quito,Pichincha,A,5,PRODUCE,2022,1,Regular,n,n,n,n,905.469
34597494,2014-11-05 00:00:00,48,265559,0.0,Quito,Pichincha,A,14,GROCERY I,1072,0,Regular,n,n,n,n,204.0
34597753,2014-11-05 00:00:00,48,502331,0.0,Quito,Pichincha,A,14,BREAD/BAKERY,2702,1,Regular,n,n,n,n,90.0
34599463,2014-11-05 00:00:00,49,314384,0.0,Quito,Pichincha,A,11,GROCERY I,1004,0,Regular,n,n,n,n,57.0
34628881,2014-11-06 00:00:00,15,807493,0.0,Ibarra,Imbabura,C,15,BEVERAGES,1124,0,Regular,n,n,n,n,23.0
34634512,2014-11-06 00:00:00,23,265559,0.0,Ambato,Tungurahua,D,9,GROCERY I,1072,0,Regular,n,n,n,n,33.0
34638407,2014-11-06 00:00:00,25,1503844,0.0,Salinas,Santa Elena,D,1,PRODUCE,2022,1,Regular,n,n,n,n,40.194
34639415,2014-11-06 00:00:00,26,1463992,0.0,Guayaquil,Guayas,D,10,BEVERAGES,1144,0,Regular,n,n,n,n,10.0
34642525,2014-11-06 00:00:00,30,314384,0.0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,Regular,n,n,n,n,9.0
34646914,2014-11-06 00:00:00,34,502331,0.0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,Regular,n,n,n,n,50.0
34650399,2014-11-06 00:00:00,37,502331,0.0,Cuenca,Azuay,D,2,BREAD/BAKERY,2702,1,Regular,n,n,n,n,84.0
34651923,2014-11-06 00:00:00,38,314384,0.0,Loja,Loja,D,4,GROCERY I,1004,0,Regular,n,n,n,n,53.0
34666223,2014-11-06 00:00:00,47,1473474,0.0,Quito,Pichincha,A,14,PRODUCE,2014,1,Regular,n,n,n,n,216.864
34668525,2014-11-06 00:00:00,49,314384,0.0,Quito,Pichincha,A,11,GROCERY I,1004,0,Regular,n,n,n,n,57.0
34670041,2014-11-06 00:00:00,49,1503844,0.0,Quito,Pichincha,A,11,PRODUCE,2022,1,Regular,n,n,n,n,381.051
34670473,2014-11-06 00:00:00,50,364606,0.0,Ambato,Tungurahua,A,14,GROCERY I,1014,0,Regular,n,n,n,n,66.0
34673849,2014-11-06 00:00:00,53,314384,0.0,Manta,Manabi,D,13,GROCERY I,1004,0,Regular,n,n,n,n,5.0
34677926,2014-11-07 00:00:00,2,502331,0.0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,Regular,n,n,n,n,28.0
34688452,2014-11-07 00:00:00,8,364606,0.0,Quito,Pichincha,D,8,GROCERY I,1014,0,Regular,n,n,n,n,54.0
34688900,2014-11-07 00:00:00,8,819932,0.0,Quito,Pichincha,D,8,BEVERAGES,1122,0,Regular,n,n,n,n,51.0
34697603,2014-11-07 00:00:00,15,502331,0.0,Ibarra,Imbabura,C,15,BREAD/BAKERY,2702,1,Regular,n,n,n,n,18.0
34706252,2014-11-07 00:00:00,24,1503844,0.0,Guayaquil,Guayas,D,1,PRODUCE,2022,1,Regular,n,n,n,n,246.939
34711196,2014-11-07 00:00:00,28,1463992,0.0,Guayaquil,Guayas,E,10,BEVERAGES,1144,0,Regular,n,n,n,n,20.0
34711488,2014-11-07 00:00:00,30,364606,0.0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,Regular,n,n,n,n,28.0
34713678,2014-11-07 00:00:00,32,364606,0.0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,Regular,n,n,n,n,13.0
34716001,2014-11-07 00:00:00,34,819932,0.0,Guayaquil,Guayas,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,77.0
34724698,2014-11-07 00:00:00,40,1463992,0.0,Machala,El Oro,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,48.0
34726447,2014-11-07 00:00:00,43,502331,0.0,Esmeraldas,Esmeraldas,E,10,BREAD/BAKERY,2702,1,Regular,n,n,n,n,18.0
34741516,2014-11-07 00:00:00,51,502331,0.0,Guayaquil,Guayas,A,17,BREAD/BAKERY,2702,1,Regular,n,n,n,n,65.0
34745025,2014-11-07 00:00:00,54,1463992,0.0,El Carmen,Manabi,C,3,BEVERAGES,1144,0,Regular,n,n,n,n,74.0
34749466,2014-11-08 00:00:00,3,819932,0.0,Quito,Pichincha,D,8,BEVERAGES,1122,0,Regular,n,n,n,n,249.0
34750905,2014-11-08 00:00:00,4,265559,0.0,Quito,Pichincha,D,9,GROCERY I,1072,0,Regular,n,n,n,n,53.0
34751010,2014-11-08 00:00:00,4,364606,0.0,Quito,Pichincha,D,9,GROCERY I,1014,0,Regular,n,n,n,n,60.0
34754547,2014-11-08 00:00:00,6,364606,0.0,Quito,Pichincha,D,13,GROCERY I,1014,0,Regular,n,n,n,n,90.0
34754685,2014-11-08 00:00:00,6,502331,0.0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,Regular,n,n,n,n,65.0
34756386,2014-11-08 00:00:00,7,314384,0.0,Quito,Pichincha,D,8,GROCERY I,1004,0,Regular,n,n,n,n,45.0
34761991,2014-11-08 00:00:00,10,502331,0.0,Quito,Pichincha,C,15,BREAD/BAKERY,2702,1,Regular,n,n,n,n,4.0
34762177,2014-11-08 00:00:00,10,807493,0.0,Quito,Pichincha,C,15,BEVERAGES,1124,0,Regular,n,n,n,n,72.0
34762186,2014-11-08 00:00:00,10,819932,0.0,Quito,Pichincha,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,13.0
34767805,2014-11-08 00:00:00,15,364606,0.0,Ibarra,Imbabura,C,15,GROCERY I,1014,0,Regular,n,n,n,n,31.0
34770757,2014-11-08 00:00:00,17,1047679,0.0,Quito,Pichincha,C,12,BEVERAGES,1120,0,Regular,n,n,n,n,83.0
34774403,2014-11-08 00:00:00,23,502331,0.0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,Regular,n,n,n,n,18.0
34775454,2014-11-08 00:00:00,23,1503844,0.0,Ambato,Tungurahua,D,9,PRODUCE,2022,1,Regular,n,n,n,n,104.652
34777522,2014-11-08 00:00:00,25,265559,0.0,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Regular,n,n,n,n,10.0
34778130,2014-11-08 00:00:00,25,1047679,0.0,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,Regular,n,n,n,n,44.0
34784665,2014-11-08 00:00:00,31,807493,0.0,Babahoyo,Los Rios,B,10,BEVERAGES,1124,0,Regular,n,n,n,n,121.0
34788018,2014-11-08 00:00:00,34,502331,0.0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,Regular,n,n,n,n,62.0
34799226,2014-11-08 00:00:00,41,1473474,0.0,Machala,El Oro,D,4,PRODUCE,2014,1,Regular,n,n,n,n,56.468
34800734,2014-11-08 00:00:00,44,314384,0.0,Quito,Pichincha,A,5,GROCERY I,1004,0,Regular,n,n,n,n,185.0
34804919,2014-11-08 00:00:00,46,265559,0.0,Quito,Pichincha,A,14,GROCERY I,1072,0,Regular,n,n,n,n,235.0
34812673,2014-11-08 00:00:00,49,1463992,0.0,Quito,Pichincha,A,11,BEVERAGES,1144,0,Regular,n,n,n,n,121.0
34822640,2014-11-09 00:00:00,3,314384,0.0,Quito,Pichincha,D,8,GROCERY I,1004,0,Regular,n,n,n,n,172.0
34825149,2014-11-09 00:00:00,4,819932,0.0,Quito,Pichincha,D,9,BEVERAGES,1122,0,Regular,n,n,n,n,16.0
34826067,2014-11-09 00:00:00,4,1473474,0.0,Quito,Pichincha,D,9,PRODUCE,2014,1,Regular,n,n,n,n,188.104
34826412,2014-11-09 00:00:00,5,265559,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1072,0,Regular,n,n,n,n,59.0
34827851,2014-11-09 00:00:00,5,1503844,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,PRODUCE,2022,1,Regular,n,n,n,n,40.286
34830166,2014-11-09 00:00:00,7,364606,0.0,Quito,Pichincha,D,8,GROCERY I,1014,0,Regular,n,n,n,n,37.0
34835515,2014-11-09 00:00:00,10,265559,0.0,Quito,Pichincha,C,15,GROCERY I,1072,0,Regular,n,n,n,n,43.0
34839452,2014-11-09 00:00:00,13,314384,0.0,Latacunga,Cotopaxi,C,15,GROCERY I,1004,0,Regular,n,n,n,n,23.0
34845566,2014-11-09 00:00:00,18,502331,0.0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,Regular,n,n,n,n,57.0
34847028,2014-11-09 00:00:00,19,502331,0.0,Guaranda,Bolivar,C,15,BREAD/BAKERY,2702,1,Regular,n,n,n,n,49.0
34847376,2014-11-09 00:00:00,19,1047679,0.0,Guaranda,Bolivar,C,15,BEVERAGES,1120,0,Regular,n,n,n,n,32.0
34850875,2014-11-09 00:00:00,24,1463992,0.0,Guayaquil,Guayas,D,1,BEVERAGES,1144,0,Regular,n,n,n,n,16.0
34853750,2014-11-09 00:00:00,27,265559,0.0,Daule,Guayas,D,1,GROCERY I,1072,0,Regular,n,n,n,n,72.0
34856985,2014-11-09 00:00:00,30,265559,0.0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,Regular,n,n,n,n,23.0
34863228,2014-11-09 00:00:00,35,819932,0.0,Playas,Guayas,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,7.0
34865364,2014-11-09 00:00:00,37,314384,0.0,Cuenca,Azuay,D,2,GROCERY I,1004,0,Regular,n,n,n,n,96.0
34866093,2014-11-09 00:00:00,37,1047679,0.0,Cuenca,Azuay,D,2,BEVERAGES,1120,0,Regular,n,n,n,n,50.0
34870895,2014-11-09 00:00:00,40,819932,0.0,Machala,El Oro,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,60.0
34883292,2014-11-09 00:00:00,48,502331,0.0,Quito,Pichincha,A,14,BREAD/BAKERY,2702,1,Regular,n,n,n,n,187.0
34884701,2014-11-09 00:00:00,48,1473474,0.0,Quito,Pichincha,A,14,PRODUCE,2014,1,Regular,n,n,n,n,132.487
34889157,2014-11-09 00:00:00,51,314384,0.0,Guayaquil,Guayas,A,17,GROCERY I,1004,0,Regular,n,n,n,n,60.0
34903472,2014-11-10 00:00:00,6,1503844,0.0,Quito,Pichincha,D,13,PRODUCE,2022,1,Regular,n,n,n,n,213.449
34907097,2014-11-10 00:00:00,8,1503844,0.0,Quito,Pichincha,D,8,PRODUCE,2022,1,Regular,n,n,n,n,300.347
34916984,2014-11-10 00:00:00,17,314384,0.0,Quito,Pichincha,C,12,GROCERY I,1004,0,Regular,n,n,n,n,54.0
34924104,2014-11-10 00:00:00,25,819932,0.0,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,Regular,n,n,n,n,13.0
34934392,2014-11-10 00:00:00,35,265559,0.0,Playas,Guayas,C,3,GROCERY I,1072,0,Regular,n,n,n,n,6.0
34939920,2014-11-10 00:00:00,39,314384,0.0,Cuenca,Azuay,B,6,GROCERY I,1004,0,Regular,n,n,n,n,30.0
34940359,2014-11-10 00:00:00,39,819932,0.0,Cuenca,Azuay,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,23.0
