ID,date,store_nbr,item_nbr,perishable,unit_sales,,,,,,,,,,city,type_store,cluster,family
2840,1,3,105574,0,20,,,,,,,,,,Quito,D,8,GROCERY I
2841,1,48,105574,0,20,,,,,,,,,,Quito,A,14,GROCERY I
2842,1,49,105574,0,20,,,,,,,,,,Quito,A,11,GROCERY I
2843,1,47,105574,0,20,,,,,,,,,,Quito,A,14,GROCERY I
2844,1,44,105574,0,20,,,,,,,,,,Quito,A,5,GROCERY I
2845,1,50,105574,0,20,,,,,,,,,,Ambato,A,14,GROCERY I
2846,1,3,105574,0,20,,,,,,,,,,Quito,D,8,GROCERY I
2847,1,47,105574,0,20,,,,,,,,,,Quito,A,14,GROCERY I
2848,1,51,105574,0,20,,,,,,,,,,Guayaquil,A,17,GROCERY I
2849,1,49,105574,0,20,,,,,,,,,,Quito,A,11,GROCERY I
2850,1,49,105574,0,20,,,,,,,,,,Quito,A,11,GROCERY I
2851,1,47,105574,0,20,,,,,,,,,,Quito,A,14,GROCERY I
2852,1,51,105574,0,20,,,,,,,,,,Guayaquil,A,17,GROCERY I
2853,1,51,105574,0,20,,,,,,,,,,Guayaquil,A,17,GROCERY I
2854,1,49,105574,0,20,,,,,,,,,,Quito,A,11,GROCERY I
2855,1,7,105574,0,19,,,,,,,,,,Quito,D,8,GROCERY I
2856,1,26,105574,0,19,,,,,,,,,,Guayaquil,D,10,GROCERY I
2857,1,48,105574,0,19,,,,,,,,,,Quito,A,14,GROCERY I
2858,1,46,105574,0,19,,,,,,,,,,Quito,A,14,GROCERY I
2859,1,44,105574,0,19,,,,,,,,,,Quito,A,5,GROCERY I
2860,1,47,105574,0,19,,,,,,,,,,Quito,A,14,GROCERY I
2861,1,48,105574,0,19,,,,,,,,,,Quito,A,14,GROCERY I
2862,1,24,105574,0,19,,,,,,,,,,Guayaquil,D,1,GROCERY I
2863,1,44,105574,0,19,,,,,,,,,,Quito,A,5,GROCERY I
2864,1,44,105574,0,19,,,,,,,,,,Quito,A,5,GROCERY I
2865,1,51,105574,0,19,,,,,,,,,,Guayaquil,A,17,GROCERY I
2866,1,47,105574,0,18,,,,,,,,,,Quito,A,14,GROCERY I
2867,1,47,105574,0,18,,,,,,,,,,Quito,A,14,GROCERY I
2868,1,51,105574,0,18,,,,,,,,,,Guayaquil,A,17,GROCERY I
2869,1,44,105574,0,18,,,,,,,,,,Quito,A,5,GROCERY I
2870,1,48,105574,0,18,,,,,,,,,,Quito,A,14,GROCERY I
2871,1,45,105574,0,18,,,,,,,,,,Quito,A,11,GROCERY I
2872,1,5,105574,0,18,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2873,1,7,105574,0,18,,,,,,,,,,Quito,D,8,GROCERY I
2874,1,3,105574,0,18,,,,,,,,,,Quito,D,8,GROCERY I
2875,1,47,105574,0,18,,,,,,,,,,Quito,A,14,GROCERY I
2876,1,8,105574,0,17,,,,,,,,,,Quito,D,8,GROCERY I
2877,1,46,105574,0,17,,,,,,,,,,Quito,A,14,GROCERY I
2878,1,51,105574,0,17,,,,,,,,,,Guayaquil,A,17,GROCERY I
2879,1,3,105574,0,17,,,,,,,,,,Quito,D,8,GROCERY I
2880,1,5,105574,0,17,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2881,1,44,105574,0,17,,,,,,,,,,Quito,A,5,GROCERY I
2882,1,49,105574,0,17,,,,,,,,,,Quito,A,11,GROCERY I
2883,1,45,105574,0,17,,,,,,,,,,Quito,A,11,GROCERY I
2884,1,8,105574,0,17,,,,,,,,,,Quito,D,8,GROCERY I
2885,1,46,105574,0,17,,,,,,,,,,Quito,A,14,GROCERY I
2886,1,44,105574,0,17,,,,,,,,,,Quito,A,5,GROCERY I
2887,1,47,105574,0,17,,,,,,,,,,Quito,A,14,GROCERY I
2888,1,48,105574,0,17,,,,,,,,,,Quito,A,14,GROCERY I
2889,1,37,105574,0,16,,,,,,,,,,Cuenca,D,2,GROCERY I
2890,1,50,105574,0,16,,,,,,,,,,Ambato,A,14,GROCERY I
2891,1,8,105574,0,16,,,,,,,,,,Quito,D,8,GROCERY I
2892,1,51,105574,0,16,,,,,,,,,,Guayaquil,A,17,GROCERY I
2893,1,46,105574,0,16,,,,,,,,,,Quito,A,14,GROCERY I
2894,1,51,105574,0,16,,,,,,,,,,Guayaquil,A,17,GROCERY I
2895,1,46,105574,0,16,,,,,,,,,,Quito,A,14,GROCERY I
2896,1,37,105574,0,16,,,,,,,,,,Cuenca,D,2,GROCERY I
2897,1,5,105574,0,16,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2898,1,7,105574,0,16,,,,,,,,,,Quito,D,8,GROCERY I
2899,1,47,105574,0,16,,,,,,,,,,Quito,A,14,GROCERY I
2900,1,51,105574,0,16,,,,,,,,,,Guayaquil,A,17,GROCERY I
2901,1,3,105574,0,16,,,,,,,,,,Quito,D,8,GROCERY I
2902,1,5,105574,0,16,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2903,1,37,105574,0,16,,,,,,,,,,Cuenca,D,2,GROCERY I
2904,1,50,105574,0,16,,,,,,,,,,Ambato,A,14,GROCERY I
2905,1,51,105574,0,16,,,,,,,,,,Guayaquil,A,17,GROCERY I
2906,1,4,105574,0,15,,,,,,,,,,Quito,D,9,GROCERY I
2907,1,8,105574,0,15,,,,,,,,,,Quito,D,8,GROCERY I
2908,1,51,105574,0,15,,,,,,,,,,Guayaquil,A,17,GROCERY I
2909,1,3,105574,0,15,,,,,,,,,,Quito,D,8,GROCERY I
2910,1,8,105574,0,15,,,,,,,,,,Quito,D,8,GROCERY I
2911,1,44,105574,0,15,,,,,,,,,,Quito,A,5,GROCERY I
2912,1,50,105574,0,15,,,,,,,,,,Ambato,A,14,GROCERY I
2913,1,49,105574,0,15,,,,,,,,,,Quito,A,11,GROCERY I
2914,1,46,105574,0,15,,,,,,,,,,Quito,A,14,GROCERY I
2915,1,5,105574,0,15,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2916,1,3,105574,0,15,,,,,,,,,,Quito,D,8,GROCERY I
2917,1,26,105574,0,15,,,,,,,,,,Guayaquil,D,10,GROCERY I
2918,1,7,105574,0,15,,,,,,,,,,Quito,D,8,GROCERY I
2919,1,4,105574,0,15,,,,,,,,,,Quito,D,9,GROCERY I
2920,1,50,105574,0,14,,,,,,,,,,Ambato,A,14,GROCERY I
2921,1,5,105574,0,14,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2922,1,8,105574,0,14,,,,,,,,,,Quito,D,8,GROCERY I
2923,1,48,105574,0,14,,,,,,,,,,Quito,A,14,GROCERY I
2924,1,50,105574,0,14,,,,,,,,,,Ambato,A,14,GROCERY I
2925,1,49,105574,0,14,,,,,,,,,,Quito,A,11,GROCERY I
2926,1,48,105574,0,14,,,,,,,,,,Quito,A,14,GROCERY I
2927,1,5,105574,0,14,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2928,1,7,105574,0,14,,,,,,,,,,Quito,D,8,GROCERY I
2929,1,26,105574,0,14,,,,,,,,,,Guayaquil,D,10,GROCERY I
2930,1,3,105574,0,14,,,,,,,,,,Quito,D,8,GROCERY I
2931,1,5,105574,0,14,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2932,1,51,105574,0,14,,,,,,,,,,Guayaquil,A,17,GROCERY I
2933,1,48,105574,0,14,,,,,,,,,,Quito,A,14,GROCERY I
2934,1,5,105574,0,14,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2935,1,5,105574,0,14,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2936,1,46,105574,0,14,,,,,,,,,,Quito,A,14,GROCERY I
2937,1,5,105574,0,13,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2938,1,7,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2939,1,50,105574,0,13,,,,,,,,,,Ambato,A,14,GROCERY I
2940,1,5,105574,0,13,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2941,1,37,105574,0,13,,,,,,,,,,Cuenca,D,2,GROCERY I
2942,1,7,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2943,1,46,105574,0,13,,,,,,,,,,Quito,A,14,GROCERY I
2944,1,50,105574,0,13,,,,,,,,,,Ambato,A,14,GROCERY I
2945,1,2,105574,0,13,,,,,,,,,,Quito,D,13,GROCERY I
2946,1,45,105574,0,13,,,,,,,,,,Quito,A,11,GROCERY I
2947,1,5,105574,0,13,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2948,1,7,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2949,1,50,105574,0,13,,,,,,,,,,Ambato,A,14,GROCERY I
2950,1,51,105574,0,13,,,,,,,,,,Guayaquil,A,17,GROCERY I
2951,1,4,105574,0,13,,,,,,,,,,Quito,D,9,GROCERY I
2952,1,7,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2953,1,8,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2954,1,41,105574,0,13,,,,,,,,,,Machala,D,4,GROCERY I
2955,1,26,105574,0,13,,,,,,,,,,Guayaquil,D,10,GROCERY I
2956,1,8,105574,0,13,,,,,,,,,,Quito,D,8,GROCERY I
2957,1,46,105574,0,13,,,,,,,,,,Quito,A,14,GROCERY I
2958,1,51,105574,0,13,,,,,,,,,,Guayaquil,A,17,GROCERY I
2959,1,50,105574,0,13,,,,,,,,,,Ambato,A,14,GROCERY I
2960,1,49,105574,0,13,,,,,,,,,,Quito,A,11,GROCERY I
2961,1,23,105574,0,12,,,,,,,,,,Ambato,D,9,GROCERY I
2962,1,24,105574,0,12,,,,,,,,,,Guayaquil,D,1,GROCERY I
2963,1,2,105574,0,12,,,,,,,,,,Quito,D,13,GROCERY I
2964,1,8,105574,0,12,,,,,,,,,,Quito,D,8,GROCERY I
2965,1,49,105574,0,12,,,,,,,,,,Quito,A,11,GROCERY I
2966,1,5,105574,0,12,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2967,1,37,105574,0,12,,,,,,,,,,Cuenca,D,2,GROCERY I
2968,1,8,105574,0,12,,,,,,,,,,Quito,D,8,GROCERY I
2969,1,37,105574,0,12,,,,,,,,,,Cuenca,D,2,GROCERY I
2970,1,48,105574,0,12,,,,,,,,,,Quito,A,14,GROCERY I
2971,1,41,105574,0,12,,,,,,,,,,Machala,D,4,GROCERY I
2972,1,7,105574,0,12,,,,,,,,,,Quito,D,8,GROCERY I
2973,1,37,105574,0,12,,,,,,,,,,Cuenca,D,2,GROCERY I
2974,1,5,105574,0,12,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2975,1,49,105574,0,12,,,,,,,,,,Quito,A,11,GROCERY I
2976,1,45,105574,0,12,,,,,,,,,,Quito,A,11,GROCERY I
2977,1,46,105574,0,12,,,,,,,,,,Quito,A,14,GROCERY I
2978,1,8,105574,0,12,,,,,,,,,,Quito,D,8,GROCERY I
2979,1,3,105574,0,12,,,,,,,,,,Quito,D,8,GROCERY I
2980,1,47,105574,0,12,,,,,,,,,,Quito,A,14,GROCERY I
2981,1,50,105574,0,12,,,,,,,,,,Ambato,A,14,GROCERY I
2982,1,25,105574,0,12,,,,,,,,,,Salinas,D,1,GROCERY I
2983,1,37,105574,0,12,,,,,,,,,,Cuenca,D,2,GROCERY I
2984,1,5,105574,0,12,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2985,1,38,105574,0,11,,,,,,,,,,Loja,D,4,GROCERY I
2986,1,46,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
2987,1,7,105574,0,11,,,,,,,,,,Quito,D,8,GROCERY I
2988,1,38,105574,0,11,,,,,,,,,,Loja,D,4,GROCERY I
2989,1,7,105574,0,11,,,,,,,,,,Quito,D,8,GROCERY I
2990,1,38,105574,0,11,,,,,,,,,,Loja,D,4,GROCERY I
2991,1,4,105574,0,11,,,,,,,,,,Quito,D,9,GROCERY I
2992,1,8,105574,0,11,,,,,,,,,,Quito,D,8,GROCERY I
2993,1,7,105574,0,11,,,,,,,,,,Quito,D,8,GROCERY I
2994,1,5,105574,0,11,,,,,,,,,,Santo Domingo,D,4,GROCERY I
2995,1,46,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
2996,1,50,105574,0,11,,,,,,,,,,Ambato,A,14,GROCERY I
2997,1,46,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
2998,1,37,105574,0,11,,,,,,,,,,Cuenca,D,2,GROCERY I
2999,1,37,105574,0,11,,,,,,,,,,Cuenca,D,2,GROCERY I
3000,1,47,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
3001,1,5,105574,0,11,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3002,1,7,105574,0,11,,,,,,,,,,Quito,D,8,GROCERY I
3003,1,48,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
3004,1,49,105574,0,11,,,,,,,,,,Quito,A,11,GROCERY I
3005,1,5,105574,0,11,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3006,1,46,105574,0,11,,,,,,,,,,Quito,A,14,GROCERY I
3007,1,26,105574,0,11,,,,,,,,,,Guayaquil,D,10,GROCERY I
3008,1,26,105574,0,10,,,,,,,,,,Guayaquil,D,10,GROCERY I
3009,1,8,105574,0,10,,,,,,,,,,Quito,D,8,GROCERY I
3010,1,4,105574,0,10,,,,,,,,,,Quito,D,9,GROCERY I
3011,1,50,105574,0,10,,,,,,,,,,Ambato,A,14,GROCERY I
3012,1,26,105574,0,10,,,,,,,,,,Guayaquil,D,10,GROCERY I
3013,1,46,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3014,1,4,105574,0,10,,,,,,,,,,Quito,D,9,GROCERY I
3015,1,48,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3016,1,7,105574,0,10,,,,,,,,,,Quito,D,8,GROCERY I
3017,1,48,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3018,1,4,105574,0,10,,,,,,,,,,Quito,D,9,GROCERY I
3019,1,46,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3020,1,37,105574,0,10,,,,,,,,,,Cuenca,D,2,GROCERY I
3021,1,38,105574,0,10,,,,,,,,,,Loja,D,4,GROCERY I
3022,1,37,105574,0,10,,,,,,,,,,Cuenca,D,2,GROCERY I
3023,1,48,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3024,1,50,105574,0,10,,,,,,,,,,Ambato,A,14,GROCERY I
3025,1,48,105574,0,10,,,,,,,,,,Quito,A,14,GROCERY I
3026,1,45,105574,0,10,,,,,,,,,,Quito,A,11,GROCERY I
3027,1,49,105574,0,10,,,,,,,,,,Quito,A,11,GROCERY I
3028,1,38,105574,0,10,,,,,,,,,,Loja,D,4,GROCERY I
3029,1,37,105574,0,9,,,,,,,,,,Cuenca,D,2,GROCERY I
3030,1,38,105574,0,9,,,,,,,,,,Loja,D,4,GROCERY I
3031,1,23,105574,0,9,,,,,,,,,,Ambato,D,9,GROCERY I
3032,1,26,105574,0,9,,,,,,,,,,Guayaquil,D,10,GROCERY I
3033,1,23,105574,0,9,,,,,,,,,,Ambato,D,9,GROCERY I
3034,1,1,105574,0,9,,,,,,,,,,Quito,D,13,GROCERY I
3035,1,4,105574,0,9,,,,,,,,,,Quito,D,9,GROCERY I
3036,1,5,105574,0,9,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3037,1,45,105574,0,9,,,,,,,,,,Quito,A,11,GROCERY I
3038,1,37,105574,0,9,,,,,,,,,,Cuenca,D,2,GROCERY I
3039,1,51,105574,0,9,,,,,,,,,,Guayaquil,A,17,GROCERY I
3040,1,2,105574,0,9,,,,,,,,,,Quito,D,13,GROCERY I
3041,1,7,105574,0,9,,,,,,,,,,Quito,D,8,GROCERY I
3042,1,50,105574,0,9,,,,,,,,,,Ambato,A,14,GROCERY I
3043,1,1,105574,0,9,,,,,,,,,,Quito,D,13,GROCERY I
3044,1,8,105574,0,9,,,,,,,,,,Quito,D,8,GROCERY I
3045,1,5,105574,0,9,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3046,1,26,105574,0,9,,,,,,,,,,Guayaquil,D,10,GROCERY I
3047,1,48,105574,0,9,,,,,,,,,,Quito,A,14,GROCERY I
3048,1,50,105574,0,9,,,,,,,,,,Ambato,A,14,GROCERY I
3049,1,23,105574,0,9,,,,,,,,,,Ambato,D,9,GROCERY I
3050,1,2,105574,0,9,,,,,,,,,,Quito,D,13,GROCERY I
3051,1,4,105574,0,9,,,,,,,,,,Quito,D,9,GROCERY I
3052,1,7,105574,0,9,,,,,,,,,,Quito,D,8,GROCERY I
3053,1,37,105574,0,9,,,,,,,,,,Cuenca,D,2,GROCERY I
3054,1,50,105574,0,9,,,,,,,,,,Ambato,A,14,GROCERY I
3055,1,5,105574,0,9,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3056,1,4,105574,0,9,,,,,,,,,,Quito,D,9,GROCERY I
3057,1,7,105574,0,9,,,,,,,,,,Quito,D,8,GROCERY I
3058,1,37,105574,0,9,,,,,,,,,,Cuenca,D,2,GROCERY I
3059,1,44,105574,0,9,,,,,,,,,,Quito,A,5,GROCERY I
3060,1,48,105574,0,9,,,,,,,,,,Quito,A,14,GROCERY I
3061,1,46,105574,0,9,,,,,,,,,,Quito,A,14,GROCERY I
3062,1,50,105574,0,9,,,,,,,,,,Ambato,A,14,GROCERY I
3063,1,25,105574,0,9,,,,,,,,,,Salinas,D,1,GROCERY I
3064,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3065,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3066,1,2,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3067,1,4,105574,0,8,,,,,,,,,,Quito,D,9,GROCERY I
3068,1,4,105574,0,8,,,,,,,,,,Quito,D,9,GROCERY I
3069,1,25,105574,0,8,,,,,,,,,,Salinas,D,1,GROCERY I
3070,1,2,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3071,1,8,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3072,1,23,105574,0,8,,,,,,,,,,Ambato,D,9,GROCERY I
3073,1,26,105574,0,8,,,,,,,,,,Guayaquil,D,10,GROCERY I
3074,1,46,105574,0,8,,,,,,,,,,Quito,A,14,GROCERY I
3075,1,8,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3076,1,2,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3077,1,5,105574,0,8,,,,,,,,,,Santo Domingo,D,4,GROCERY I
3078,1,26,105574,0,8,,,,,,,,,,Guayaquil,D,10,GROCERY I
3079,1,48,105574,0,8,,,,,,,,,,Quito,A,14,GROCERY I
3080,1,25,105574,0,8,,,,,,,,,,Salinas,D,1,GROCERY I
3081,1,50,105574,0,8,,,,,,,,,,Ambato,A,14,GROCERY I
3082,1,45,105574,0,8,,,,,,,,,,Quito,A,11,GROCERY I
3083,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3084,1,2,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3085,1,24,105574,0,8,,,,,,,,,,Guayaquil,D,1,GROCERY I
3086,1,38,105574,0,8,,,,,,,,,,Loja,D,4,GROCERY I
3087,1,7,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3088,1,4,105574,0,8,,,,,,,,,,Quito,D,9,GROCERY I
3089,1,37,105574,0,8,,,,,,,,,,Cuenca,D,2,GROCERY I
3090,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3091,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3092,1,4,105574,0,8,,,,,,,,,,Quito,D,9,GROCERY I
3093,1,1,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3094,1,8,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3095,1,4,105574,0,8,,,,,,,,,,Quito,D,9,GROCERY I
3096,1,38,105574,0,8,,,,,,,,,,Loja,D,4,GROCERY I
3097,1,48,105574,0,8,,,,,,,,,,Quito,A,14,GROCERY I
3098,1,2,105574,0,8,,,,,,,,,,Quito,D,13,GROCERY I
3099,1,8,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3100,1,7,105574,0,8,,,,,,,,,,Quito,D,8,GROCERY I
3101,1,24,105574,0,8,,,,,,,,,,Guayaquil,D,1,GROCERY I
3102,1,41,105574,0,8,,,,,,,,,,Machala,D,4,GROCERY I
3103,1,23,105574,0,7,,,,,,,,,,Ambato,D,9,GROCERY I
3104,1,37,105574,0,7,,,,,,,,,,Cuenca,D,2,GROCERY I
3105,1,2,105574,0,7,,,,,,,,,,Quito,D,13,GROCERY I
3106,1,24,105574,0,7,,,,,,,,,,Guayaquil,D,1,GROCERY I
3107,1,2,105574,0,7,,,,,,,,,,Quito,D,13,GROCERY I
3108,1,2,105574,0,7,,,,,,,,,,Quito,D,13,GROCERY I
3109,1,26,105574,0,7,,,,,,,,,,Guayaquil,D,10,GROCERY I
3110,1,41,105574,0,7,,,,,,,,,,Machala,D,4,GROCERY I
3111,1,48,105574,0,7,,,,,,,,,,Quito,A,14,GROCERY I
3112,1,7,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3113,1,24,105574,0,7,,,,,,,,,,Guayaquil,D,1,GROCERY I
3114,1,2,105574,0,7,,,,,,,,,,Quito,D,13,GROCERY I
3115,1,37,105574,0,7,,,,,,,,,,Cuenca,D,2,GROCERY I
3116,1,7,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3117,1,24,105574,0,7,,,,,,,,,,Guayaquil,D,1,GROCERY I
3118,1,25,105574,0,7,,,,,,,,,,Salinas,D,1,GROCERY I
3119,1,26,105574,0,7,,,,,,,,,,Guayaquil,D,10,GROCERY I
3120,1,8,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3121,1,38,105574,0,7,,,,,,,,,,Loja,D,4,GROCERY I
3122,1,41,105574,0,7,,,,,,,,,,Machala,D,4,GROCERY I
3123,1,24,105574,0,7,,,,,,,,,,Guayaquil,D,1,GROCERY I
3124,1,47,105574,0,7,,,,,,,,,,Quito,A,14,GROCERY I
3125,1,8,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3126,1,37,105574,0,7,,,,,,,,,,Cuenca,D,2,GROCERY I
3127,1,25,105574,0,7,,,,,,,,,,Salinas,D,1,GROCERY I
3128,1,38,105574,0,7,,,,,,,,,,Loja,D,4,GROCERY I
3129,1,49,105574,0,7,,,,,,,,,,Quito,A,11,GROCERY I
3130,1,3,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3131,1,26,105574,0,7,,,,,,,,,,Guayaquil,D,10,GROCERY I
3132,1,46,105574,0,7,,,,,,,,,,Quito,A,14,GROCERY I
3133,1,46,105574,0,7,,,,,,,,,,Quito,A,14,GROCERY I
3134,1,37,105574,0,7,,,,,,,,,,Cuenca,D,2,GROCERY I
3135,1,50,105574,0,7,,,,,,,,,,Ambato,A,14,GROCERY I
3136,1,4,105574,0,7,,,,,,,,,,Quito,D,9,GROCERY I
3137,1,41,105574,0,7,,,,,,,,,,Machala,D,4,GROCERY I
3138,1,2,105574,0,7,,,,,,,,,,Quito,D,13,GROCERY I
3139,1,8,105574,0,7,,,,,,,,,,Quito,D,8,GROCERY I
3140,1,38,105574,0,7,,,,,,,,,,Loja,D,4,GROCERY I
3141,1,4,105574,0,6,,,,,,,,,,Quito,D,9,GROCERY I
3142,1,2,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3143,1,6,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3144,1,23,105574,0,6,,,,,,,,,,Ambato,D,9,GROCERY I
3145,1,41,105574,0,6,,,,,,,,,,Machala,D,4,GROCERY I
3146,1,1,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3147,1,1,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3148,1,37,105574,0,6,,,,,,,,,,Cuenca,D,2,GROCERY I
3149,1,4,105574,0,6,,,,,,,,,,Quito,D,9,GROCERY I
3150,1,24,105574,0,6,,,,,,,,,,Guayaquil,D,1,GROCERY I
3151,1,50,105574,0,6,,,,,,,,,,Ambato,A,14,GROCERY I
3152,1,8,105574,0,6,,,,,,,,,,Quito,D,8,GROCERY I
3153,1,38,105574,0,6,,,,,,,,,,Loja,D,4,GROCERY I
3154,1,6,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3155,1,23,105574,0,6,,,,,,,,,,Ambato,D,9,GROCERY I
3156,1,38,105574,0,6,,,,,,,,,,Loja,D,4,GROCERY I
3157,1,1,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3158,1,4,105574,0,6,,,,,,,,,,Quito,D,9,GROCERY I
3159,1,8,105574,0,6,,,,,,,,,,Quito,D,8,GROCERY I
3160,1,41,105574,0,6,,,,,,,,,,Machala,D,4,GROCERY I
3161,1,26,105574,0,6,,,,,,,,,,Guayaquil,D,10,GROCERY I
3162,1,1,105574,0,6,,,,,,,,,,Quito,D,13,GROCERY I
3163,1,49,105574,0,6,,,,,,,,,,Quito,A,11,GROCERY I
3164,1,26,105574,0,6,,,,,,,,,,Guayaquil,D,10,GROCERY I
3165,1,23,105574,0,6,,,,,,,,,,Ambato,D,9,GROCERY I
3166,1,25,105574,0,6,,,,,,,,,,Salinas,D,1,GROCERY I
3167,1,37,105574,0,6,,,,,,,,,,Cuenca,D,2,GROCERY I
3168,1,38,105574,0,6,,,,,,,,,,Loja,D,4,GROCERY I
3169,1,8,105574,0,6,,,,,,,,,,Quito,D,8,GROCERY I
3170,1,23,105574,0,6,,,,,,,,,,Ambato,D,9,GROCERY I
3171,1,37,105574,0,6,,,,,,,,,,Cuenca,D,2,GROCERY I
3172,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3173,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3174,1,26,105574,0,5,,,,,,,,,,Guayaquil,D,10,GROCERY I
3175,1,41,105574,0,5,,,,,,,,,,Machala,D,4,GROCERY I
3176,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3177,1,41,105574,0,5,,,,,,,,,,Machala,D,4,GROCERY I
3178,1,38,105574,0,5,,,,,,,,,,Loja,D,4,GROCERY I
3179,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3180,1,26,105574,0,5,,,,,,,,,,Guayaquil,D,10,GROCERY I
3181,1,38,105574,0,5,,,,,,,,,,Loja,D,4,GROCERY I
3182,1,37,105574,0,5,,,,,,,,,,Cuenca,D,2,GROCERY I
3183,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3184,1,46,105574,0,5,,,,,,,,,,Quito,A,14,GROCERY I
3185,1,2,105574,0,5,,,,,,,,,,Quito,D,13,GROCERY I
3186,1,4,105574,0,5,,,,,,,,,,Quito,D,9,GROCERY I
3187,1,38,105574,0,5,,,,,,,,,,Loja,D,4,GROCERY I
3188,1,46,105574,0,5,,,,,,,,,,Quito,A,14,GROCERY I
3189,1,26,105574,0,5,,,,,,,,,,Guayaquil,D,10,GROCERY I
3190,1,2,105574,0,5,,,,,,,,,,Quito,D,13,GROCERY I
3191,1,24,105574,0,5,,,,,,,,,,Guayaquil,D,1,GROCERY I
3192,1,41,105574,0,5,,,,,,,,,,Machala,D,4,GROCERY I
3193,1,1,105574,0,5,,,,,,,,,,Quito,D,13,GROCERY I
3194,1,25,105574,0,5,,,,,,,,,,Salinas,D,1,GROCERY I
3195,1,2,105574,0,5,,,,,,,,,,Quito,D,13,GROCERY I
3196,1,23,105574,0,5,,,,,,,,,,Ambato,D,9,GROCERY I
3197,1,38,105574,0,5,,,,,,,,,,Loja,D,4,GROCERY I
